csv_name,display_name,slug,path,status
Scovillain,Scovillain,scovillain,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\scovillain.png,ok
Rabsca,Rabsca,rabsca,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\rabsca.png,ok
Espathra,Espathra,espathra,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\espathra.png,ok
Tinkaton,Tinkaton,tinkaton,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\tinkaton.png,ok
Wugtrio,Wugtrio,wugtrio,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\wugtrio.png,ok
Bombirdier,Bombirdier,bombirdier,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\bombirdier.png,ok
Revavroom,Revavroom,revavroom,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\revavroom.png,ok
Cyclizar,Cyclizar,cyclizar,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\cyclizar.png,ok
Orthworm,Orthworm,orthworm,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\orthworm.png,ok
Glimmora,Glimmora,glimmora,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\glimmora.png,ok
Houndstone,Houndstone,houndstone,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\houndstone.png,ok
Flamigo,Flamigo,flamigo,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\flamigo.png,ok
Cetitan,Cetitan,cetitan,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\cetitan.png,ok
Veluza,Veluza,veluza,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\veluza.png,ok
Dondozo,Dondozo,dondozo,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\dondozo.png,ok
Tatsugiri  Curly Form,Tatsugiri (Curly Form),tatsugiri-curly,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\tatsugiri-curly.png,ok
Annihilape,Annihilape,annihilape,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\annihilape.png,ok
Clodsire,Clodsire,clodsire,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\clodsire.png,ok
Farigiraf,Farigiraf,farigiraf,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\farigiraf.png,ok
Dudunsparce  Two-Segment Form,Dudunsparce (Two-Segment Form),dudunsparce-two-segment,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\dudunsparce-two-segment.png,ok
Kingambit,Kingambit,kingambit,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\kingambit.png,ok
Great Tusk,Great Tusk,great-tusk,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\great-tusk.png,ok
Scream Tail,Scream Tail,scream-tail,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\scream-tail.png,ok
Brute Bonnet,Brute Bonnet,brute-bonnet,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\brute-bonnet.png,ok
Flutter Mane,Flutter Mane,flutter-mane,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\flutter-mane.png,ok
Slither Wing,Slither Wing,slither-wing,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\slither-wing.png,ok
Sandy Shocks,Sandy Shocks,sandy-shocks,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\sandy-shocks.png,ok
Iron Treads,Iron Treads,iron-treads,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\iron-treads.png,ok
Iron Bundle,Iron Bundle,iron-bundle,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\iron-bundle.png,ok
Iron Hands,Iron Hands,iron-hands,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\iron-hands.png,ok
Iron Jugulis,Iron Jugulis,iron-jugulis,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\iron-jugulis.png,ok
Iron Moth,Iron Moth,iron-moth,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\iron-moth.png,ok
Iron Thorns,Iron Thorns,iron-thorns,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\iron-thorns.png,ok
Baxcalibur,Baxcalibur,baxcalibur,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\baxcalibur.png,ok
Gholdengo,Gholdengo,gholdengo,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\gholdengo.png,ok
Wo-Chien,Wo-Chien,wo-chien,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\wo-chien.png,ok
Chien-Pao,Chien-Pao,chien-pao,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\chien-pao.png,ok
Ting-Lu,Ting-Lu,ting-lu,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\ting-lu.png,ok
Chi-Yu,Chi-Yu,chi-yu,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\chi-yu.png,ok
Roaring Moon,Roaring Moon,roaring-moon,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\roaring-moon.png,ok
Iron Valiant,Iron Valiant,iron-valiant,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\iron-valiant.png,ok
Koraidon,Koraidon,koraidon,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\koraidon.png,ok
Miraidon,Miraidon,miraidon,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\miraidon.png,ok
Walking Wake,Walking Wake,walking-wake,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\walking-wake.png,ok
Iron Leaves,Iron Leaves,iron-leaves,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\iron-leaves.png,ok
Sinistcha,Sinistcha,sinistcha,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\sinistcha.png,ok
Okidogi,Okidogi,okidogi,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\okidogi.png,ok
Munkidori,Munkidori,munkidori,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\munkidori.png,ok
Fezandipiti,Fezandipiti,fezandipiti,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\fezandipiti.png,ok
Ogerpon  Teal Mask,Ogerpon (Teal Mask),ogerpon-teal,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\ogerpon-teal.png,ok
Ogerpon  Wellspring Mask,Ogerpon (Wellspring Mask),ogerpon-wellspring,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\ogerpon-wellspring.png,ok
Ogerpon  Hearthflame Mask,Ogerpon (Hearthflame Mask),ogerpon-hearthflame,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\ogerpon-hearthflame.png,ok
Ogerpon  Cornerstone Mask,Ogerpon (Cornerstone Mask),ogerpon-cornerstone,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\ogerpon-cornerstone.png,ok
Archaludon,Archaludon,archaludon,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\archaludon.png,ok
Hydrapple,Hydrapple,hydrapple,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\hydrapple.png,ok
Gouging Fire,Gouging Fire,gouging-fire,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\gouging-fire.png,ok
Raging Bolt,Raging Bolt,raging-bolt,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\raging-bolt.png,ok
Iron Boulder,Iron Boulder,iron-boulder,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\iron-boulder.png,ok
Iron Crown,Iron Crown,iron-crown,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\iron-crown.png,ok
Terapagos  Terastal Form,Terapagos (Terastal Form),terapagos-terastal,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\terapagos-terastal.png,ok
Pecharunt,Pecharunt,pecharunt,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\pecharunt.png,ok
ers\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\terapagos-terastal.png,ok
Pecharunt,Pecharunt,pecharunt,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\pecharunt.png,ok
